gamma (fraction of the demand of load that can be curtailed) 1
Pi (investment budget) 100e6
Sigma (weighting factor) 9.08
Sbase: 100 MW
param: vAng:= 0.6																		
;
																		
param:	candidate	branch_fbus		branch_tbus	branch_x	branch_scpt	Fmax	IC	max_lines	angmin		angmax
7231		5479		5480		0.00211		0.01645		-60.79		0.03288		259.9		259.9		259.9		0		0		1		0		0		259.9		2167.47
7232		6193		5479		0.00336		0.02079		-48.1		0.014		273.4		273.4		273.4		0		0		1		0		0		273.4		1148.28
7233		5480		5482		0.00614		0.0265		-37.736		0.01666		258.7		258.7		258.7		0		0		1		0		0		258.7		2029.87
7234		5481		5483		0.00703		0.03625		-27.586		0.01518		206.2		206.2		206.2		0		0		1		0		0		206.2		866.04
7235		6081		5481		0.00873		0.0353		-28.329		0.03522		263.7		263.7		263.7		0		0		1		0		0		263.7		3181.25
7236		5481		6199		0.0069		0.03364		-29.727		0.02421		298.1		298.1		298.1		0		0		1		0		0		298.1		3219.19
7237		5482		5546		0.00218		0.01185		-84.388		0.0039		262.5		262.5		262.5		0		0		1		0		0		262.5		1102.5
7238		5484		5486		0.00844		0.02148		-46.555		0.02514		106.5		106.5		106.5		0		0		1		0		0		106.5		131967.92
7239		5486		5485		0.01826		0.04686		-21.34		0.00373		117		117		117		0		0		1		0		0		117		145011.03
7240		5488		5485		0.0231		0.06188		-16.16		0.00372		108.7		108.7		108.7		0		0		1		0		0		108.7		134819.14
7241		5487		5486		0.03221		0.06559		-15.246		0.00234		91.9		91.9		91.9		0		0		1		0		0		91.9		385.98
7242		5486		5489		0.02504		0.06145		-16.273		0.00519		67.1		67.1		67.1		0		0		1		0		0		67.1		83642.55
7243		5491		5493		0.00554		0.02322		-43.066		0.03542		273.1		273.1		273.1		0		0		1		0		0		273.1		2313.15
7244		5499		5512		0.00173		0.00995		-100.503		0.02908		247.2		247.2		247.2		0		0		1		0		0		247.2		1038.24
7245		5499		5515		0.00191		0.01239		-80.71		0.01216		269.8		269.8		269.8		0		0		1		0		0		269.8		1133.16
7246		5531		5499		0.00093		0.00572		-174.825		0.00329		290.5		290.5		290.5		0		0		1		0		0		290.5		1220.1
7247		5501		5500		0.00055		0.02558		-39.093		0		393.7		393.7		393.7		1		0		1		0		0		393.7		1434.66
7248		5565		5500		0.00094		0.01101		-90.827		0.19398		1012.7		1012.7		1012.7		0		0		1		0		0		1012.7		78507.39
7249		5502		5512		0.00228		0.01413		-70.771		0.00922		256.4		256.4		256.4		0		0		1		0		0		256.4		1076.88
7250		5566		5502		0.00187		0.01079		-92.678		0.02186		267.9		267.9		267.9		0		0		1		0		0		267.9		2006.45
7251		5503		5515		0.00362		0.017		-58.824		0.00478		222.3		222.3		222.3		0		0		1		0		0		222.3		933.66
7252		5566		5503		0.00484		0.02442		-40.95		0.005		229.2		229.2		229.2		0		0		1		0		0		229.2		1910.5
7253		5519		5504		0.00109		0.00593		-168.634		0.0076		201.4		201.4		201.4		0		0		1		0		0		201.4		845.88
7254		5526		5506		0.00498		0.03194		-31.309		0.01311		234		234		234		0		0		1		0		0		234		1731.16
7255		5513		5508		0.00124		0.00716		-139.665		0.00326		266		266		266		0		0		1		0		0		266		1117.2
7256		5508		5553		0.00016		0.00114		-877.193		0.00112		273.1		273.1		273.1		0		0		1		0		0		273.1		1147.02
7257		5509		5518		0.00134		0.00654		-152.905		0.00153		277.9		277.9		277.9		0		0		1		0		0		277.9		1167.18
7258		5521		5510		0.00316		0.0203		-49.261		0.0058		248.9		248.9		248.9		0		0		1		0		0		248.9		1045.38
7259		5511		5514		0.00183		0.01226		-81.566		0.00519		227		227		227		0		0		1		0		0		227		953.4
7260		5533		5511		0.0041		0.02585		-38.685		0.00966		243.9		243.9		243.9		0		0		1		0		0		243.9		1024.38
7261		5513		5532		0.00164		0.00668		-149.701		0.00418		308		308		308		0		0		1		0		0		308		1293.6
7262		5581		5513		0.00122		0.00577		-173.31		0.00396		294.5		294.5		294.5		0		0		1		0		0		294.5		1587.29
7263		5522		5516		0.00296		0.01693		-59.067		0.00459		250.9		250.9		250.9		0		0		1		0		0		250.9		1551.01
7264		5524		5517		0.00215		0.01347		-74.239		0.01169		253.6		253.6		253.6		0		0		1		0		0		253.6		1065.12
7265		5581		5517		0.00144		0.00799		-125.156		0.00347		304.3		304.3		304.3		0		0		0		0		0		304.3		1278.06
7266		5518		5519		0.00121		0.00741		-134.953		0.00543		275.1		275.1		275.1		0		0		1		0		0		275.1		1155.42
7267		5524		5518		0.00307		0.02073		-48.239		0.00327		264.1		264.1		264.1		0		0		1		0		0		264.1		1109.22
7268		5581		5518		0.00124		0.00789		-126.743		0.00471		306.4		306.4		306.4		0		0		0		0		0		306.4		1286.88
7269		5519		5525		0.00146		0.00773		-129.366		0.02093		283.1		283.1		283.1		0		0		1		0		0		283.1		1189.02
7270		5523		5522		0.0031		0.01422		-70.323		0.00621		260.4		260.4		260.4		0		0		1		0		0		260.4		1093.68
7271		5523		5532		0.00202		0.01063		-94.073		0.02603		305.8		305.8		305.8		0		0		1		0		0		305.8		1596.69
7272		5530		5525		0.00182		0.00788		-126.904		0.00251		279		279		279		0		0		1		0		0		279		1171.8
7273		5528		5527		0.00042		0.02743		-36.456		0		469.5		469.5		469.5		1		0		1		0		0		939		2904.91
7274		5527		5575		0.00093		0.01113		-89.847		0.17193		1207.5		1207.5		1207.5		0		0		1		0		0		1207.5		6077.09
7275		5580		5527		0.00108		0.01315		-76.046		0.23153		1035.5		1035.5		1035.5		0		0		1		0		0		1035.5		5949.06
7276		5531		5529		0.00062		0.00379		-263.852		0.00817		285.4		285.4		285.4		0		0		1		0		0		285.4		1198.68
7277		5529		5553		0.00123		0.00695		-143.885		0.00238		272.9		272.9		272.9		0		0		1		0		0		272.9		1146.18
7278		5536		5535		0.00042		0.01862		-53.706		0		484.8		484.8		484.8		1		0		1		0		0		969.6		2912.09
7279		5535		5549		0.00118		0.01388		-72.046		0.21328		1548.6		1548.6		1548.6		0		0		1		0		0		1548.6		9680.15
7280		5559		5535		0.00125		0.01539		-64.977		0.42705		1433.8		1433.8		1433.8		0		0		1		0		0		1433.8		38939.15
7281		5536		5537		0.00576		0.02906		-34.412		0.01299		314.5		314.5		314.5		0		0		1		0		0		314.5		3640.97
7282		5543		5548		0.00121		0.00707		-141.443		0.00325		236.5		236.5		236.5		0		0		1		0		0		236.5		993.3
7283		5545		5548		0.00404		0.01913		-52.274		0.01047		257.9		257.9		257.9		0		0		1		0		0		257.9		1083.18
7284		5550		5549		0.00037		0.02567		-38.956		0		550		550		550		1		0		1		0		0		550		1471.35
7285		5549		5551		0.00017		0.00953		-104.932		0		1115.4		1115.4		1115.4		1		0		1		0		0		1115.4		2181.32
7286		5549		5552		0.00025		0.01328		-75.301		0		1080.3		1080.3		1080.3		1		0		1		0		0		1080.3		1595.84
7287		5559		5549		0.00105		0.01094		-91.408		0.29105		1012.4		1012.4		1012.4		0		0		1		0		0		1012.4		25523.22
7288		5553		5554		0.00201		0.06118		-16.345		0		272.8		272.8		272.8		1		0		1		0		0		272.8		1145.76
7289		5555		5556		0.00043		0.01873		-53.39		0		767		767		767		1		0		0		0		0		767		2078.49
7290		5555		5557		0.00018		0.01341		-74.571		0		767		767		767		1		0		1		0		0		767		1522.29
7291		5555		5558		0.00042		0.02628		-38.052		0		574.9		574.9		574.9		1		0		1		0		0		574.9		1477.2
7292		5559		5562		0.00113		0.06083		-16.439		0		213.6		213.6		213.6		1		0		1		0		0		213.6		897.12
7293		5559		5563		0.00017		0.01147		-87.184		0		1111.5		1111.5		1111.5		1		0		1		0		0		1111.5		41684.68
7294		5559		5564		0.00023		0.01432		-69.832		0		1111.5		1111.5		1111.5		1		0		1		0		0		1111.5		1603.17
7295		5565		5559		0.00147		0.01526		-65.531		0.37898		1500		1459		1459		0		0		1		0		0		1500		34582.65
7296		5569		5559		0.00068		0.00904		-110.619		0.15441		1002.3		1002.3		1002.3		0		0		1		0		0		1002.3		27093.53
7297		5560		5562		0.0066		0.1719		-5.817		0		83		83		83		1		0		1		0		0		83		348.6
7298		5561		5562		0		0.01		-100		0		75		75		75		1		0		1		0		0		75		315
7299		5566		5565		0.00051		0.03637		-27.495		0		398.6		398.6		398.6		1		0		1		0		0		398.6		1435.81
7300		5565		5567		0.00084		0.03995		-25.031		0		375.3		375.3		375.3		1		0		1		0		0		375.3		1430.34
7301		5565		5568		0.00053		0.03505		-28.531		0		388.1		388.1		388.1		1		0		1		0		0		388.1		2208.72
7302		5565		5580		0.00058		0.00621		-161.031		0.1053		1200		1155.7		1155.7		0		0		1		0		0		1200		5042.23
7303		5569		5572		0.00119		0.06247		-16.008		0		211.6		211.6		211.6		1		0		1		0		0		211.6		888.72
7304		5569		5573		0.00044		0.02516		-39.746		0		411.8		411.8		411.8		1		0		1		0		0		411.8		1438.91
7305		5569		5574		0.00065		0.02804		-35.663		0		416.6		416.6		416.6		1		0		1		0		0		416.6		1778.18
7306		5570		5572		0.00284		0.08068		-12.395		0		200		200		200		1		0		1		0		0		200		840
7307		5571		5572		0		0.01		-100		0		75		75		75		1		0		1		0		0		75		315
7308		5575		5576		0.00033		0.01843		-54.259		0		560.3		560.3		560.3		1		0		1		0		0		560.3		33283.97
7309		5575		5577		0.00038		0.0313		-31.949		0		419.6		419.6		419.6		1		0		1		0		0		419.6		1440.74
7310		5575		5578		0.00043		0.02865		-34.904		0		419.2		419.2		419.2		1		0		1		0		0		419.2		1440.65
7311		5575		5579		0.00039		0.02244		-44.563		0		418.7		418.7		418.7		1		0		1		0		0		418.7		1440.53
7312		5581		5580		0.00053		0.02611		-38.3		0		469.8		469.8		469.8		1		0		1		0		0		939.6		2905.05
7313		5580		5583		0.00038		0.0246		-40.65		0		252.9		252.9		252.9		1		0		1		0		0		252.9		1062.18
7314		5581		5582		0.00106		0.04216		-23.719		0		298.6		298.6		298.6		1		0		1		0		0		298.6		11908.57
7315		5584		5585		0.00112		0.03836		-26.069		0		267.9		267.9		267.9		1		0		1		0		0		267.9		4020.84
7316		5584		5586		0.00137		0.04785		-20.899		0		267.5		267.5		267.5		1		0		1		0		0		267.5		1123.5
7317		5584		5587		0.00197		0.04576		-21.853		0		266.8		266.8		266.8		1		0		1		0		0		266.8		1120.56
7318		5588		5589		0.00092		0.02731		-36.617		0		223.5		223.5		223.5		1		0		1		0		0		223.5		938.7
7319		5590		5605		0.01063		0.05528		-18.09		0.03603		271.1		271.1		271.1		0		0		1		0		0		271.1		1138.62
7320		5590		5631		0.00678		0.0432		-23.148		0.13197		306.3		306.3		306.3		0		0		1		0		0		306.3		5142.24
7321		5591		5602		0.00637		0.04367		-22.899		0.02344		338.8		338.8		338.8		0		0		1		0		0		677.6		2843.54
7322		5592		5593		0.00917		0.05402		-18.512		0.01156		309.3		309.3		309.3		0		0		1		0		0		309.3		2310.45
7323		5696		5592		0.00908		0.06452		-15.499		0.06116		282.5		282.5		282.5		0		0		1		0		0		282.5		3075.23
7324		5592		5898		0.00687		0.0468		-21.368		0.01477		321.3		321.3		321.3		0		0		1		0		0		321.3		1349.46
7325		5593		5597		0.00982		0.06829		-14.643		0.02821		294.3		294.3		294.3		0		0		1		0		0		294.3		13152.84
7326		5602		5593		0.01403		0.0857		-11.669		0.02638		302.8		302.8		302.8		0		0		1		0		0		302.8		3160.29
7327		5593		5891		0.01723		0.08029		-12.455		0.04484		302.7		302.7		302.7		0		0		1		0		0		302.7		2608.01
7328		5598		5594		0.00687		0.04516		-22.143		0.01729		309.5		309.5		309.5		0		0		1		0		0		309.5		1299.9
7329		5594		5609		0.01524		0.09171		-10.904		0.03611		321.2		321.2		321.2		0		0		1		0		0		321.2		1349.04
7330		5904		5594		0.01564		0.09668		-10.343		0.02524		346.9		346.9		346.9		0		0		1		0		0		693.8		2847.34
7331		5595		5596		0.01151		0.06543		-15.284		0.02263		308.1		308.1		308.1		0		0		1		0		0		308.1		1294.02
7332		5608		5595		0.00373		0.02345		-42.644		0.01111		289.1		289.1		289.1		0		0		1		0		0		289.1		1214.22
7333		5595		5868		0.00548		0.03274		-30.544		0.04396		322.9		322.9		322.9		0		0		1		0		0		322.9		3171.78
7334		5597		5596		0.0107		0.04548		-21.988		0.02474		281.2		281.2		281.2		0		0		1		0		0		281.2		14886.85
7335		5596		5602		0.01766		0.12688		-7.881		0.06008		300.3		300.3		300.3		0		0		1		0		0		300.3		4696.21
7336		5597		5599		0.00683		0.05319		-18.801		0.12273		294.6		294.6		294.6		0		0		1		0		0		294.6		16395.45
7337		5597		5602		0.01001		0.06003		-16.658		0.04498		324.8		324.8		324.8		0		0		1		0		0		324.8		15751.28
7338		5597		5672		0.0237		0.14353		-6.967		0.07173		290.3		290.3		290.3		0		0		1		0		0		290.3		14489.55
7339		5891		5597		0.00839		0.05356		-18.671		0.06755		270.4		270.4		270.4		0		0		1		0		0		270.4		11620.26
7340		5608		5598		0.014		0.07069		-14.146		0.03865		309.4		309.4		309.4		0		0		1		0		0		309.4		3670.99
7341		5608		5599		0.01423		0.0751		-13.316		0.05732		298.6		298.6		298.6		0		0		1		0		0		298.6		2571.85
7342		5599		5636		0.00948		0.06469		-15.458		0.04911		276.2		276.2		276.2		0		0		1		0		0		276.2		1160.04
7343		5602		5600		0.01084		0.06941		-14.407		0.01765		304.7		304.7		304.7		0		0		1		0		0		304.7		16133.29
7344		5605		5600		0.0072		0.05368		-18.629		0.07652		291		291		291		0		0		1		0		0		291		16638.04
7345		5600		5607		0.01819		0.08407		-11.895		0.03338		315.6		315.6		315.6		0		0		1		0		0		315.6		391762.39
7346		5601		5604		0.00095		0.04975		-20.101		0		207.1		207.1		207.1		1		0		1		0		0		207.1		869.82
7347		5601		5890		0.0016		0.01968		-50.813		0.46028		1288.7		1288.7		1288.7		0		0		1		0		0		1288.7		14431.3
7348		5601		5893		0.00224		0.02776		-36.023		0.8747		1324.1		1324.1		1324.1		0		0		1		0		0		2648.2		32261.56
7349		5601		6495		0.00432		0.04483		-22.306		0.84571		1316.7		1316.7		1316.7		0		0		1		0		0		2633.4		3288264.68
7350		5602		5604		0.00776		0.19545		-5.116		0		54		54		54		1		0		1		0		0		54		226.8
7351		5603		5604		0		0.01		-100		0		50		50		50		1		0		1		0		0		50		210
7352		5606		5605		0.01353		0.07331		-13.641		0.02593		297.8		297.8		297.8		0		0		1		0		0		297.8		1250.76
7353		5640		5606		0.01391		0.05883		-16.998		0.02669		297.9		297.9		297.9		0		0		1		0		0		297.9		5038.03
7354		5609		5622		0.02772		0.18319		-5.459		0.08521		278.6		278.6		278.6		0		0		1		0		0		278.6		6686.66
7355		5636		5609		0.00724		0.03336		-29.976		0.01828		302.8		302.8		302.8		0		0		1		0		0		302.8		3463.94
7356		5678		5610		0.00379		0.02551		-39.2		0.02596		280.5		280.5		280.5		0		0		1		0		0		280.5		13828.33
7357		5891		5610		0.00565		0.04119		-24.278		0.02046		257.1		257.1		257.1		0		0		1		0		0		257.1		11114.72
7358		5611		5612		0.00112		0.0065		-153.846		0.01206		264.6		264.6		264.6		0		0		1		0		0		264.6		1111.32
7359		5618		5611		0.001		0.00494		-202.429		0.00401		244		244		244		0		0		1		0		0		244		1024.8
7360		5612		5623		0.00254		0.01277		-78.309		0.00928		287.1		287.1		287.1		0		0		1		0		0		287.1		1205.82
7361		5623		5613		0.00221		0.01136		-88.028		0.00783		285.3		285.3		285.3		0		0		1		0		0		285.3		1198.26
7362		5613		5639		0.01113		0.06236		-16.036		0.07924		292.7		292.7		292.7		0		0		1		0		0		292.7		12758.8
7363		5618		5614		0.00134		0.00863		-115.875		0.00239		290.6		290.6		290.6		0		0		1		0		0		290.6		1220.52
7364		5788		5614		0.00258		0.01593		-62.775		0.03976		292.5		292.5		292.5		0		0		1		0		0		292.5		1228.5
7365		5615		5618		0.0044		0.02145		-46.62		0.01194		283.2		283.2		283.2		0		0		1		0		0		283.2		1189.44
7366		5615		5621		0.00193		0.00884		-113.122		0.0026		277.3		277.3		277.3		0		0		1		0		0		277.3		1164.66
7367		5633		5616		0.00427		0.0306		-32.68		0.00688		278.9		278.9		278.9		0		0		1		0		0		278.9		1171.38
7368		5616		5643		0.00433		0.03057		-32.712		0.05284		281		281		281		0		0		1		0		0		281		2929.96
7369		5645		5616		0.00875		0.0287		-34.843		0.00852		247.4		247.4		247.4		0		0		1		0		0		247.4		1039.08
7370		5617		5623		0.00493		0.03363		-29.735		0.02649		278.1		278.1		278.1		0		0		1		0		0		278.1		12115.28
7371		5643		5617		0.00066		0.00358		-279.33		0.00295		280.2		280.2		280.2		0		0		1		0		0		280.2		1176.84
7372		5618		5620		0.01268		0.37426		-2.672		0		47.4		47.4		47.4		1		0		1		0		0		47.4		199.08
7373		5619		5620		0		0.01		-100		0		75		75		75		1		0		1		0		0		75		315
7374		5621		5638		0.00478		0.0295		-33.898		0.04636		267.9		267.9		267.9		0		0		1		0		0		267.9		1125.18
7375		5622		5627		0.00718		0.04544		-22.007		0.01538		267.5		267.5		267.5		0		0		1		0		0		267.5		1123.5
7376		5622		5633		0.00845		0.04561		-21.925		0.0135		288		288		288		0		0		1		0		0		288		2969.51
7377		5632		5624		0.00541		0.02737		-36.536		0.03139		276.3		276.3		276.3		0		0		1		0		0		276.3		1160.46
7378		5624		5637		0.00248		0.01487		-67.249		0.01641		291.8		291.8		291.8		0		0		1		0		0		291.8		1225.56
7379		5624		5642		0.0067		0.03804		-26.288		0.01103		239.4		239.4		239.4		0		0		1		0		0		239.4		1005.48
7380		5625		5626		0.00718		0.04482		-22.311		0.03949		276.5		276.5		276.5		0		0		1		0		0		276.5		2904.53
7381		5627		5625		0.01135		0.07044		-14.196		0.02874		248.9		248.9		248.9		0		0		1		0		0		248.9		2748.58
7382		5628		5625		0.00968		0.05865		-17.05		0.0251		249.9		249.9		249.9		0		0		1		0		0		249.9		1049.58
7383		5626		5636		0.00596		0.03692		-27.086		0.02888		287		287		287		0		0		1		0		0		287		6254.46
7384		5626		5640		0.00637		0.03808		-26.261		0.0316		264.8		264.8		264.8		0		0		1		0		0		264.8		1112.16
7385		5627		5630		0.01015		0.06133		-16.305		0.02438		245		245		245		0		0		1		0		0		245		1029
7386		5644		5627		0.00717		0.04158		-24.05		0.01347		266.6		266.6		266.6		0		0		1		0		0		266.6		1119.72
7387		5637		5628		0.0081		0.03495		-28.612		0.02546		249.4		249.4		249.4		0		0		1		0		0		249.4		2578.07
7388		5633		5629		0.00909		0.04502		-22.212		0.03245		237.8		237.8		237.8		0		0		1		0		0		237.8		998.76
7389		5629		5641		0.0071		0.03884		-25.747		0.01194		238.1		238.1		238.1		0		0		1		0		0		238.1		1000.02
7390		5630		5876		0.01341		0.03832		-26.096		0.00874		237.3		237.3		237.3		0		0		0		0		0		158.2		664.44
7391		5638		5631		0.00462		0.03485		-28.694		0.01906		301.2		301.2		301.2		0		0		1		0		0		301.2		13010.12
7392		5876		5631		0.0029		0.01858		-53.821		0.00928		320.1		320.1		320.1		0		0		0		0		0		213.4		896.28
7393		5632		5645		0.01114		0.06428		-15.557		0.04513		276.1		276.1		276.1		0		0		1		0		0		276.1		2710.38
7394		5637		5634		0.01296		0.06235		-16.038		0.02507		301		301		301		0		0		1		0		0		301		1264.2
7395		5635		5639		0.01505		0.06901		-14.491		0.04777		310.4		310.4		310.4		0		0		1		0		0		310.4		2880.34
7396		5640		5636		0.01169		0.08203		-12.191		0.02594		270.6		270.6		270.6		0		0		1		0		0		270.6		5973.76
7397		5639		5645		0.00429		0.02247		-44.504		0.02191		252		252		252		0		0		1		0		0		252		1058.4
7398		5639		5788		0.01406		0.09647		-10.366		0.03197		252.5		252.5		252.5		0		0		1		0		0		252.5		11190.82
7399		5642		5641		0.00584		0.03803		-26.295		0.01171		238.5		238.5		238.5		0		0		1		0		0		238.5		2524.06
7400		5644		5876		0.00311		0.01919		-52.11		0.00989		266.7		266.7		266.7		0		0		0		0		0		177.8		746.76
7401		5647		5663		0.00223		0.01373		-72.833		0.00535		264.3		264.3		264.3		0		0		1		0		0		264.3		8191
7402		5647		5737		0.00256		0.00971		-102.987		0.02184		281.8		281.8		281.8		0		0		1		0		0		281.8		7996.2
7403		5752		5647		0.00501		0.02496		-40.064		0.00482		282.7		282.7		282.7		0		0		1		0		0		282.7		8379.03
7404		5648		5754		0.00264		0.01221		-81.9		0.01295		288.7		288.7		288.7		0		0		1		0		0		288.7		1212.54
7405		5648		5836		0.00457		0.03335		-29.985		0.05536		290.7		290.7		290.7		0		0		1		0		0		290.7		9563.78
7406		5649		5663		0.00285		0.01691		-59.137		0.02017		281.3		281.3		281.3		0		0		1		0		0		281.3		1181.46
7407		5822		5649		0.0034		0.01641		-60.938		0.00362		281.9		281.9		281.9		0		0		1		0		0		281.9		1183.98
7408		5650		5741		0.00848		0.0285		-35.088		0.00864		261.3		261.3		261.3		0		0		1		0		0		261.3		8383.39
7409		5650		5750		0.00229		0.01057		-94.607		0.07665		266.8		266.8		266.8		0		0		1		0		0		266.8		8531.6
7410		5650		5751		0.00327		0.02095		-47.733		0.02682		269.1		269.1		269.1		0		0		1		0		0		269.1		8593.57
7411		5650		5803		0.00561		0.03077		-32.499		0.02475		295.7		295.7		295.7		0		0		1		0		0		295.7		2840.99
7412		5805		5650		0.00553		0.02508		-39.872		0.01815		269.6		269.6		269.6		0		0		1		0		0		269.6		1132.32
7413		5651		5743		0.00429		0.0211		-47.393		0.00476		284.8		284.8		284.8		0		0		1		0		0		284.8		1196.16
7414		5744		5651		0.00296		0.01856		-53.879		0.00404		284.7		284.7		284.7		0		0		1		0		0		284.7		1772.62
7415		5724		5652		0.00689		0.03863		-25.887		0.00674		301.4		301.4		301.4		0		0		1		0		0		301.4		1739.48
7416		5652		5744		0.00239		0.01507		-66.357		0.01507		302.9		302.9		302.9		0		0		1		0		0		302.9		1602.54
7417		5658		5653		0.00466		0.02321		-43.085		0.03009		288.2		288.2		288.2		0		0		1		0		0		288.2		2486.69
7418		5653		5660		0.00252		0.013		-76.923		0.00552		248.3		248.3		248.3		0		0		1		0		0		248.3		1469.91
7419		5653		5661		0.00384		0.02184		-45.788		0.01725		291.1		291.1		291.1		0		0		1		0		0		291.1		1222.62
7420		5654		5659		0.00349		0.02241		-44.623		0.00534		267.8		267.8		267.8		0		0		1		0		0		267.8		1124.76
7421		5654		5745		0.00294		0.0226		-44.248		0.00754		267.4		267.4		267.4		0		0		1		0		0		267.4		1123.08
7422		5740		5655		0.00353		0.01747		-57.241		0.0117		258.7		258.7		258.7		0		0		1		0		0		258.7		1788.31
7423		5655		5748		0.00353		0.0196		-51.02		0.04292		258		258		258		0		0		1		0		0		258		8294.47
7424		5743		5656		0.00544		0.0315		-31.746		0.02288		288.9		288.9		288.9		0		0		1		0		0		288.9		1651.42
7425		5656		5803		0.00248		0.01526		-65.531		0.01861		289.1		289.1		289.1		0		0		1		0		0		289.1		2885.05
7426		5727		5657		0.00414		0.02376		-42.088		0.02687		295.1		295.1		295.1		0		0		1		0		0		295.1		1239.42
7427		5657		5739		0.01		0.06418		-15.581		0.09417		293.9		293.9		293.9		0		0		1		0		0		293.9		3259.48
7428		5850		5658		0.00695		0.04272		-23.408		0.01883		288.4		288.4		288.4		0		0		1		0		0		288.4		2079.1
7429		5836		5659		0.0031		0.01834		-54.526		0.00933		267.9		267.9		267.9		0		0		1		0		0		267.9		1125.18
7430		5660		5705		0.00672		0.03986		-25.088		0.04611		258.4		258.4		258.4		0		0		1		0		0		258.4		2379.05
7431		5660		5805		0.00597		0.0344		-29.07		0.02248		258.2		258.2		258.2		0		0		1		0		0		258.2		2255.39
7432		5744		5661		0.00101		0.00533		-187.617		0.00985		290.3		290.3		290.3		0		0		1		0		0		290.3		1219.26
7433		5662		5720		0.00553		0.03578		-27.949		0.04112		270.2		270.2		270.2		0		0		1		0		0		270.2		1134.84
7434		5662		5834		0.00221		0.00895		-111.732		0.00759		270.1		270.1		270.1		0		0		1		0		0		270.1		1134.42
7435		5663		5758		0.00122		0.00819		-122.1		0.00325		284.5		284.5		284.5		0		0		1		0		0		284.5		1194.9
7436		5674		5664		0.0036		0.01714		-58.343		0.0263		271.6		271.6		271.6		0		0		1		0		0		271.6		1140.72
7437		5664		5675		0.00823		0.0413		-24.213		0.02919		237.4		237.4		237.4		0		0		1		0		0		237.4		997.08
7438		5763		5664		0.00729		0.0322		-31.056		0.01206		272.4		272.4		272.4		0		0		1		0		0		272.4		7886.99
7439		5665		5726		0.00908		0.04793		-20.864		0.15592		253.6		253.6		253.6		0		0		1		0		0		253.6		2934.55
7440		5665		5772		0.00316		0.01522		-65.703		0.10325		229.8		229.8		229.8		0		0		1		0		0		229.8		6728.95
7441		5665		5773		0.00619		0.03536		-28.281		0.01716		247		247		247		0		0		1		0		0		247		7132.13
7442		5669		5666		0.00732		0.04418		-22.635		0.00911		214.7		214.7		214.7		0		0		1		0		0		214.7		6775.74
7443		5666		5671		0.00391		0.02004		-49.9		0.02045		231.4		231.4		231.4		0		0		1		0		0		231.4		971.88
7444		5666		5775		0.00539		0.02775		-36.036		0.02043		238.1		238.1		238.1		0		0		1		0		0		238.1		1000.02
7445		5670		5667		0.00374		0.02042		-48.972		0.02167		298.8		298.8		298.8		0		0		1		0		0		298.8		2267.53
7446		5667		5679		0.0088		0.05157		-19.391		0.04346		291		291		291		0		0		1		0		0		291		1701.08
7447		5667		5681		0.00391		0.0194		-51.546		0.01048		270		270		270		0		0		1		0		0		270		1134
7448		5668		5673		0.00482		0.02577		-38.805		0.03239		322.7		322.7		322.7		0		0		1		0		0		322.7		1355.34
7449		5668		5715		0.00789		0.04562		-21.92		0.02582		286		286		286		0		0		1		0		0		286		2015.07
7450		5761		5668		0.0091		0.04284		-23.343		0.01057		287.4		287.4		287.4		0		0		1		0		0		287.4		9263.38
7451		5668		5764		0.00575		0.02515		-39.761		0.00968		301		301		301		0		0		1		0		0		301		1264.2
7452		5714		5669		0.02468		0.15662		-6.385		0.01909		239.5		239.5		239.5		0		0		1		0		0		239.5		2099.32
7453		5774		5670		0.00236		0.01358		-73.638		0.00484		297.7		297.7		297.7		0		0		1		0		0		297.7		1250.34
7454		5671		5710		0.01431		0.06758		-14.797		0.05988		275.2		275.2		275.2		0		0		1		0		0		275.2		7446.35
7455		5773		5671		0.00076		0.00462		-216.45		0.00097		266.2		266.2		266.2		0		0		1		0		0		266.2		1118.04
7456		5672		5673		0.01105		0.04975		-20.101		0.01417		314.9		314.9		314.9		0		0		1		0		0		314.9		1322.58
7457		5672		5766		0.0056		0.02944		-33.967		0.01454		271.5		271.5		271.5		0		0		1		0		0		271.5		8825.15
7458		5673		5888		0.01013		0.03959		-25.259		0.2845		346.1		346.1		346.1		0		0		1		0		0		692.2		7402.4
7459		5674		5677		0.00678		0.0356		-28.09		0.02095		269		269		269		0		0		1		0		0		269		2033.82
7460		5676		5675		0.00218		0.01429		-69.979		0.03805		287.7		287.7		287.7		0		0		1		0		0		287.7		2316.57
7461		5675		5678		0.00512		0.03177		-31.476		0.02534		280.6		280.6		280.6		0		0		1		0		0		280.6		2292.52
7462		5765		5676		0.00341		0.01515		-66.007		0.00473		287.9		287.9		287.9		0		0		1		0		0		287.9		1866.69
7463		5711		5677		0.0064		0.04125		-24.242		0.02397		246.9		246.9		246.9		0		0		1		0		0		246.9		1958.84
7464		5725		5679		0.00695		0.04467		-22.386		0.00879		273.2		273.2		273.2		0		0		1		0		0		273.2		1147.44
7465		5679		5901		0.01173		0.05525		-18.1		0.07627		285.2		285.2		285.2		0		0		1		0		0		285.2		3979.82
7466		5680		5765		0.00507		0.04335		-23.068		0.01772		285.7		285.7		285.7		0		0		1		0		0		285.7		1199.94
7467		5680		5868		0.00279		0.01593		-62.775		0.00632		286		286		286		0		0		1		0		0		286		1201.2
